edible-poisonous,cap-shape,cap-surface,cap-color,bruises,odor,colony
edible,convex,smooth,brown,no,none,101
poisonous,knobbed,smooth,brown,no,foul,1
poisonous,knobbed,smooth,brown,no,foul,1
poisonous,knobbed,smooth,brown,no,spicy,2
poisonous,knobbed,smooth,brown,no,spicy,2
edible,flat,scaly,cinnamon,bruises,none,1
edible,flat,smooth,brown,no,none,115
edible,bell,smooth,white,no,none,39
poisonous,knobbed,smooth,red,no,spicy,2
edible,bell,smooth,grey,no,none,37
poisonous,knobbed,scaly,red,no,fishy,2
poisonous,knobbed,scaly,brown,no,spicy,1
edible,convex,smooth,brown,no,none,140
poisonous,convex,smooth,red,no,fishy,2
poisonous,convex,smooth,brown,no,foul,1
poisonous,flat,smooth,red,no,fishy,1
poisonous,flat,scaly,red,no,spicy,2
poisonous,convex,scaly,red,no,spicy,2
poisonous,knobbed,smooth,red,no,foul,2
edible,knobbed,scaly,brown,no,none,1
poisonous,flat,smooth,red,no,foul,2
poisonous,knobbed,smooth,brown,no,spicy,1
poisonous,flat,scaly,brown,no,fishy,1
poisonous,flat,smooth,red,no,foul,1
edible,knobbed,fibrous,grey,no,none,34
poisonous,knobbed,smooth,brown,no,foul,2
edible,bell,fibrous,white,no,none,9
poisonous,knobbed,smooth,red,no,fishy,2
edible,convex,smooth,grey,no,none,50
edible,knobbed,smooth,brown,no,none,121
poisonous,knobbed,smooth,red,no,foul,2
poisonous,knobbed,scaly,brown,no,foul,2
edible,knobbed,fibrous,grey,no,none,30
poisonous,convex,smooth,brown,no,fishy,2
poisonous,knobbed,scaly,brown,no,spicy,1
edible,convex,fibrous,white,no,none,41
poisonous,knobbed,scaly,red,no,foul,1
poisonous,knobbed,smooth,red,no,foul,2
poisonous,knobbed,smooth,red,no,foul,2
poisonous,knobbed,scaly,red,no,spicy,1
poisonous,knobbed,scaly,brown,no,spicy,2
edible,knobbed,smooth,grey,no,none,31
poisonous,knobbed,scaly,brown,no,foul,2
poisonous,knobbed,smooth,red,no,foul,1
edible,convex,smooth,grey,no,none,42
edible,flat,smooth,brown,no,none,1
edible,knobbed,smooth,grey,no,none,53
poisonous,convex,smooth,red,no,spicy,2
poisonous,knobbed,smooth,brown,no,foul,2
poisonous,knobbed,smooth,brown,no,spicy,2
edible,convex,smooth,grey,no,none,8
poisonous,knobbed,scaly,red,no,spicy,1
edible,flat,smooth,brown,no,none,2
edible,knobbed,smooth,white,no,none,47
poisonous,flat,scaly,red,no,musty,153
edible,bell,smooth,grey,no,none,6
poisonous,flat,scaly,brown,no,fishy,2
edible,bell,smooth,brown,no,none,173
edible,bell,smooth,grey,no,none,43
edible,knobbed,smooth,brown,no,none,147
edible,bell,smooth,grey,no,none,38
poisonous,knobbed,smooth,brown,no,foul,2
poisonous,knobbed,scaly,brown,no,fishy,2
edible,flat,smooth,brown,no,none,165
poisonous,knobbed,smooth,red,no,fishy,2
poisonous,flat,smooth,red,no,fishy,1
poisonous,knobbed,smooth,brown,no,fishy,1
poisonous,knobbed,smooth,brown,no,spicy,2
edible,bell,smooth,brown,no,none,2
edible,knobbed,fibrous,grey,no,none,7
edible,bell,smooth,brown,no,none,110
poisonous,knobbed,smooth,brown,no,spicy,2
poisonous,knobbed,scaly,red,no,spicy,2
poisonous,knobbed,scaly,red,no,fishy,1
poisonous,knobbed,smooth,brown,no,fishy,1
edible,flat,smooth,brown,no,none,103
poisonous,knobbed,smooth,red,no,fishy,1
edible,convex,smooth,brown,no,none,2
poisonous,knobbed,smooth,brown,no,fishy,1
edible,knobbed,smooth,white,no,none,6
poisonous,knobbed,scaly,red,no,foul,1
poisonous,knobbed,scaly,brown,no,foul,2
edible,knobbed,fibrous,grey,no,none,8
poisonous,flat,smooth,brown,no,fishy,1
edible,convex,smooth,grey,no,none,41
poisonous,knobbed,scaly,brown,no,foul,1
poisonous,flat,smooth,red,no,foul,1
edible,convex,fibrous,white,no,none,54
poisonous,knobbed,scaly,brown,no,spicy,1
poisonous,flat,scaly,brown,no,musty,180
edible,bell,fibrous,grey,no,none,32
poisonous,knobbed,scaly,red,no,fishy,1
poisonous,convex,scaly,red,no,spicy,1
poisonous,knobbed,smooth,red,no,fishy,2
edible,knobbed,fibrous,grey,no,none,30
edible,knobbed,fibrous,white,no,none,9
poisonous,knobbed,scaly,red,no,spicy,2
edible,knobbed,smooth,grey,no,none,49
poisonous,knobbed,smooth,brown,no,foul,1
poisonous,knobbed,scaly,brown,no,fishy,2
edible,knobbed,smooth,white,no,none,8
poisonous,knobbed,scaly,red,no,fishy,1
edible,bell,smooth,white,no,none,9
poisonous,knobbed,smooth,brown,no,fishy,1
edible,convex,smooth,white,no,none,40
edible,bell,smooth,brown,no,none,2
poisonous,knobbed,smooth,brown,no,spicy,1
poisonous,knobbed,scaly,red,no,foul,1
edible,convex,fibrous,white,no,none,49
poisonous,convex,scaly,red,no,musty,125
poisonous,knobbed,smooth,red,no,fishy,2
poisonous,knobbed,smooth,brown,no,foul,1
poisonous,knobbed,scaly,brown,no,fishy,1
poisonous,knobbed,smooth,red,no,foul,1
edible,knobbed,smooth,brown,no,none,108
poisonous,knobbed,scaly,brown,no,foul,1
edible,flat,scaly,brown,no,none,1
edible,knobbed,smooth,grey,no,none,36
poisonous,flat,scaly,red,no,fishy,1
poisonous,knobbed,scaly,yellow,no,none,161
poisonous,knobbed,scaly,red,no,fishy,2
poisonous,knobbed,smooth,red,no,spicy,1
poisonous,knobbed,scaly,red,no,spicy,1
edible,bell,smooth,brown,no,none,150
edible,convex,smooth,grey,bruises,none,1
edible,knobbed,smooth,grey,no,none,47
poisonous,flat,scaly,red,no,spicy,2
poisonous,knobbed,smooth,red,no,spicy,1
poisonous,knobbed,scaly,red,no,spicy,1
edible,bell,fibrous,white,no,none,38
edible,flat,smooth,brown,no,none,153
poisonous,knobbed,smooth,brown,no,fishy,1
poisonous,knobbed,smooth,red,no,foul,1
edible,convex,fibrous,white,no,none,6
poisonous,knobbed,scaly,red,no,fishy,1
edible,convex,fibrous,white,no,none,7
poisonous,knobbed,scaly,red,no,fishy,1
poisonous,knobbed,scaly,brown,no,spicy,1
edible,convex,smooth,grey,no,none,36
edible,convex,smooth,white,no,none,38
poisonous,knobbed,scaly,brown,no,foul,1
poisonous,knobbed,smooth,brown,no,foul,1
poisonous,knobbed,smooth,red,no,spicy,2
edible,bell,fibrous,white,no,none,35
poisonous,flat,smooth,brown,no,foul,2
poisonous,knobbed,smooth,red,no,fishy,1
poisonous,knobbed,smooth,brown,no,foul,2
poisonous,convex,scaly,brown,no,musty,103
poisonous,knobbed,scaly,brown,no,foul,1
edible,flat,smooth,brown,no,none,147
poisonous,convex,scaly,red,no,foul,2
edible,flat,smooth,brown,no,none,2
edible,bell,smooth,white,no,none,45
edible,bell,smooth,grey,no,none,48
poisonous,knobbed,scaly,red,no,spicy,2
poisonous,knobbed,smooth,brown,no,fishy,1
poisonous,knobbed,smooth,red,no,foul,2
poisonous,knobbed,smooth,red,no,fishy,1
edible,bell,fibrous,white,no,none,7
edible,knobbed,smooth,grey,no,none,36
poisonous,flat,scaly,red,no,musty,186
poisonous,knobbed,scaly,brown,no,foul,2
poisonous,knobbed,scaly,brown,no,foul,1
poisonous,flat,smooth,red,no,fishy,2
poisonous,convex,smooth,brown,no,spicy,1
poisonous,knobbed,scaly,brown,no,spicy,2
poisonous,knobbed,scaly,cinnamon,no,musty,129
poisonous,knobbed,scaly,brown,no,spicy,2
edible,knobbed,smooth,white,no,none,58
poisonous,flat,scaly,brown,no,fishy,1
edible,bell,fibrous,grey,no,none,9
poisonous,flat,smooth,red,no,foul,1
poisonous,knobbed,smooth,red,no,fishy,2
edible,knobbed,smooth,grey,no,none,9
edible,convex,smooth,grey,no,none,7
poisonous,knobbed,smooth,red,no,fishy,1
edible,knobbed,smooth,brown,no,none,169
edible,flat,scaly,pink,bruises,none,1
edible,bell,smooth,white,no,none,38
poisonous,flat,scaly,brown,no,spicy,1
poisonous,flat,smooth,red,no,foul,2
poisonous,knobbed,smooth,red,no,foul,2
edible,knobbed,fibrous,grey,no,none,47
edible,convex,fibrous,white,no,none,9
edible,convex,smooth,cinnamon,bruises,none,1
edible,knobbed,fibrous,grey,no,none,8
poisonous,knobbed,smooth,red,no,fishy,1
poisonous,knobbed,scaly,red,no,fishy,1
poisonous,knobbed,smooth,brown,no,fishy,1
poisonous,convex,scaly,red,no,foul,2
edible,knobbed,smooth,brown,no,none,165
poisonous,flat,scaly,yellow,no,none,172
poisonous,convex,scaly,cinnamon,no,musty,181
poisonous,convex,smooth,brown,no,fishy,2
edible,convex,scaly,pink,bruises,none,1
poisonous,knobbed,scaly,brown,no,spicy,2
edible,knobbed,smooth,grey,no,none,48
edible,bell,smooth,grey,no,none,6
poisonous,knobbed,smooth,red,no,foul,2
edible,convex,smooth,brown,no,none,2
edible,bell,smooth,brown,no,none,2
edible,flat,smooth,brown,bruises,none,1
edible,knobbed,smooth,grey,no,none,7
poisonous,flat,smooth,brown,no,fishy,1
poisonous,knobbed,smooth,brown,no,foul,1
poisonous,flat,scaly,brown,no,spicy,1
poisonous,knobbed,scaly,red,no,fishy,2
poisonous,knobbed,smooth,brown,no,foul,1
poisonous,knobbed,smooth,red,no,fishy,2
edible,bell,smooth,white,no,none,37
poisonous,knobbed,scaly,brown,no,musty,133
poisonous,knobbed,scaly,red,no,fishy,2
edible,knobbed,smooth,brown,no,none,1
poisonous,knobbed,smooth,red,no,foul,1
edible,bell,smooth,white,no,none,9
edible,convex,smooth,grey,no,none,9
poisonous,knobbed,smooth,brown,no,spicy,2
poisonous,knobbed,scaly,brown,no,fishy,2
poisonous,knobbed,smooth,brown,no,foul,1
poisonous,knobbed,scaly,red,no,foul,1
poisonous,knobbed,smooth,red,no,spicy,2
poisonous,knobbed,scaly,brown,no,fishy,1
edible,bell,smooth,grey,no,none,7
poisonous,knobbed,scaly,red,no,fishy,2
edible,bell,fibrous,white,no,none,8
poisonous,conical,scaly,yellow,no,none,128
poisonous,convex,smooth,brown,no,spicy,2
poisonous,knobbed,scaly,red,no,fishy,2
edible,convex,smooth,grey,no,none,7
edible,bell,smooth,brown,no,none,2
poisonous,knobbed,scaly,red,no,fishy,2
edible,bell,smooth,brown,no,none,106
poisonous,knobbed,scaly,red,no,fishy,1
poisonous,knobbed,scaly,red,no,foul,2
poisonous,knobbed,smooth,red,no,fishy,1
edible,bell,smooth,grey,no,none,6
edible,knobbed,smooth,brown,no,none,104
edible,bell,smooth,brown,no,none,2
poisonous,convex,smooth,brown,no,foul,2
edible,convex,smooth,grey,bruises,none,2
edible,convex,fibrous,grey,no,none,9
poisonous,knobbed,smooth,brown,no,spicy,1
edible,knobbed,fibrous,grey,no,none,43
poisonous,knobbed,smooth,brown,no,foul,2
poisonous,knobbed,scaly,red,no,fishy,2
poisonous,knobbed,scaly,brown,no,spicy,2
edible,flat,smooth,pink,bruises,none,1
poisonous,knobbed,scaly,brown,no,foul,1
poisonous,knobbed,scaly,red,no,foul,1
edible,flat,smooth,brown,no,none,107
poisonous,knobbed,scaly,red,no,foul,1
poisonous,knobbed,scaly,brown,no,fishy,2
poisonous,knobbed,scaly,brown,no,fishy,1
poisonous,flat,scaly,brown,no,spicy,1
poisonous,knobbed,smooth,red,no,foul,1
poisonous,knobbed,scaly,red,no,spicy,1
edible,convex,smooth,brown,no,none,133
poisonous,flat,smooth,red,no,spicy,1
edible,knobbed,smooth,grey,no,none,9
poisonous,knobbed,smooth,red,no,spicy,1
poisonous,knobbed,smooth,red,no,fishy,2
edible,flat,smooth,brown,no,none,2
poisonous,knobbed,smooth,brown,no,spicy,1
edible,convex,fibrous,grey,no,none,6
edible,knobbed,smooth,brown,no,none,2
poisonous,flat,smooth,red,no,spicy,1
poisonous,knobbed,smooth,brown,no,spicy,2
edible,flat,scaly,brown,bruises,none,1
edible,convex,fibrous,grey,no,none,40
edible,knobbed,smooth,white,no,none,57
edible,bell,smooth,brown,no,none,166
poisonous,knobbed,scaly,red,no,spicy,1
poisonous,knobbed,scaly,red,no,fishy,1
edible,knobbed,scaly,brown,no,none,1
edible,convex,fibrous,grey,no,none,8
poisonous,knobbed,smooth,brown,no,foul,1
poisonous,knobbed,scaly,red,no,foul,1
poisonous,knobbed,scaly,brown,no,foul,1
poisonous,flat,scaly,brown,no,foul,1
edible,flat,smooth,brown,no,none,1
poisonous,flat,scaly,red,no,foul,1
poisonous,knobbed,smooth,brown,no,spicy,2
poisonous,knobbed,smooth,brown,no,foul,1
edible,bell,smooth,brown,no,none,116
edible,convex,fibrous,grey,no,none,43
poisonous,knobbed,smooth,brown,no,spicy,1
poisonous,knobbed,scaly,brown,no,foul,1
edible,convex,smooth,grey,no,none,8
poisonous,knobbed,scaly,brown,no,spicy,1
poisonous,knobbed,smooth,red,no,spicy,1
poisonous,knobbed,scaly,red,no,fishy,2
edible,bell,smooth,brown,no,none,119
edible,bell,smooth,grey,no,none,7
poisonous,convex,scaly,red,no,musty,101
poisonous,knobbed,smooth,brown,no,foul,2
poisonous,knobbed,scaly,red,no,foul,2
poisonous,knobbed,scaly,red,no,fishy,2
poisonous,knobbed,smooth,brown,no,foul,2
poisonous,knobbed,scaly,red,no,spicy,1
poisonous,knobbed,smooth,red,no,spicy,1
poisonous,convex,smooth,red,no,fishy,2
poisonous,knobbed,smooth,red,no,spicy,2
poisonous,knobbed,smooth,brown,no,fishy,1
edible,bell,fibrous,grey,no,none,8
poisonous,knobbed,scaly,brown,no,musty,128
edible,flat,smooth,brown,bruises,none,1
poisonous,knobbed,smooth,brown,no,fishy,2
poisonous,flat,scaly,yellow,no,none,108
poisonous,knobbed,smooth,brown,no,spicy,2
poisonous,flat,scaly,red,no,musty,194
edible,convex,fibrous,grey,no,none,32
poisonous,knobbed,scaly,brown,no,fishy,1
poisonous,knobbed,smooth,brown,no,spicy,1
poisonous,flat,scaly,brown,no,fishy,1
edible,flat,smooth,brown,no,none,120
poisonous,knobbed,scaly,brown,no,spicy,1
poisonous,flat,scaly,brown,no,foul,2
poisonous,knobbed,smooth,brown,no,spicy,2
poisonous,flat,scaly,red,no,spicy,2
poisonous,knobbed,smooth,brown,no,spicy,2
poisonous,convex,scaly,red,no,spicy,2
poisonous,knobbed,scaly,brown,no,fishy,1
edible,convex,smooth,white,no,none,6
edible,convex,smooth,grey,no,none,7
edible,convex,fibrous,white,no,none,8
poisonous,knobbed,smooth,brown,no,spicy,1
poisonous,knobbed,smooth,red,no,foul,1
poisonous,knobbed,scaly,red,no,fishy,1
poisonous,knobbed,smooth,red,no,foul,2
poisonous,knobbed,smooth,brown,no,fishy,1
poisonous,knobbed,scaly,brown,no,foul,2
poisonous,knobbed,scaly,red,no,fishy,2
poisonous,knobbed,smooth,brown,no,fishy,1
poisonous,knobbed,smooth,red,no,spicy,2
edible,flat,smooth,brown,no,none,154
poisonous,flat,smooth,brown,no,spicy,1
poisonous,knobbed,smooth,brown,no,spicy,2
edible,convex,smooth,grey,no,none,30
edible,convex,fibrous,white,no,none,43
poisonous,knobbed,scaly,brown,no,spicy,1
edible,convex,smooth,brown,no,none,125
poisonous,knobbed,scaly,brown,no,spicy,2
poisonous,knobbed,scaly,brown,no,spicy,1
poisonous,knobbed,scaly,brown,no,spicy,1
poisonous,knobbed,scaly,red,no,spicy,1
poisonous,knobbed,smooth,brown,no,foul,2
edible,bell,smooth,brown,no,none,197
edible,flat,smooth,brown,no,none,134
edible,bell,smooth,white,no,none,9
poisonous,knobbed,smooth,brown,no,fishy,2
edible,convex,smooth,brown,no,none,198
poisonous,knobbed,scaly,brown,no,spicy,2
edible,bell,fibrous,grey,no,none,8
edible,bell,smooth,grey,no,none,46
poisonous,convex,smooth,brown,no,spicy,1
edible,convex,smooth,brown,no,none,188
edible,convex,smooth,white,no,none,42
edible,convex,smooth,brown,no,none,1
edible,knobbed,smooth,grey,no,none,7
edible,convex,smooth,white,no,none,59
poisonous,flat,scaly,cinnamon,no,musty,111
edible,convex,smooth,brown,no,none,100
poisonous,knobbed,smooth,red,no,fishy,1
poisonous,knobbed,scaly,red,no,spicy,2
edible,convex,smooth,white,no,none,34
edible,knobbed,fibrous,white,no,none,8
edible,bell,fibrous,grey,no,none,9
edible,knobbed,smooth,brown,no,none,1
poisonous,knobbed,scaly,brown,no,foul,2
poisonous,flat,scaly,red,no,spicy,1
poisonous,knobbed,smooth,red,no,spicy,1
edible,knobbed,smooth,brown,no,none,1
edible,flat,smooth,pink,bruises,none,2
poisonous,knobbed,scaly,brown,no,foul,1
edible,bell,smooth,white,no,none,8
poisonous,knobbed,smooth,red,no,fishy,1
edible,knobbed,smooth,white,no,none,6
poisonous,knobbed,scaly,brown,no,spicy,2
poisonous,knobbed,smooth,brown,no,spicy,2
edible,flat,smooth,brown,no,none,173
poisonous,knobbed,smooth,brown,no,fishy,1
poisonous,knobbed,scaly,red,no,foul,1
edible,convex,smooth,brown,no,none,2
edible,convex,fibrous,white,no,none,50
edible,convex,fibrous,grey,no,none,51
edible,convex,smooth,brown,no,none,1
poisonous,knobbed,smooth,brown,no,fishy,2
poisonous,knobbed,scaly,red,no,fishy,1
edible,convex,smooth,white,no,none,9
poisonous,knobbed,scaly,red,no,fishy,1
edible,convex,fibrous,grey,no,none,9
poisonous,knobbed,smooth,brown,no,spicy,1
poisonous,flat,scaly,brown,no,foul,2
poisonous,knobbed,smooth,red,no,spicy,2
edible,knobbed,smooth,brown,no,none,1
poisonous,knobbed,smooth,red,no,fishy,1
poisonous,knobbed,smooth,brown,no,fishy,1
edible,bell,smooth,grey,no,none,6
poisonous,knobbed,scaly,brown,no,spicy,2
poisonous,knobbed,smooth,brown,no,foul,1
edible,knobbed,fibrous,grey,no,none,41
poisonous,knobbed,scaly,brown,no,foul,2
poisonous,knobbed,smooth,red,no,fishy,2
poisonous,knobbed,scaly,brown,no,spicy,2
poisonous,knobbed,smooth,red,no,fishy,2
edible,knobbed,fibrous,white,no,none,45
poisonous,knobbed,scaly,red,no,fishy,2
poisonous,knobbed,scaly,red,no,spicy,2
edible,bell,fibrous,white,no,none,6
edible,convex,smooth,grey,no,none,47
edible,bell,smooth,grey,no,none,9
poisonous,knobbed,scaly,red,no,spicy,1
poisonous,knobbed,smooth,brown,no,fishy,1
poisonous,knobbed,scaly,red,no,fishy,2
edible,bell,smooth,white,no,none,6
poisonous,flat,smooth,red,no,foul,1
poisonous,knobbed,smooth,brown,no,spicy,2
edible,knobbed,smooth,white,no,none,9
poisonous,knobbed,scaly,red,no,fishy,2
poisonous,knobbed,smooth,red,no,foul,1
poisonous,knobbed,smooth,brown,no,spicy,1
edible,convex,smooth,brown,bruises,none,1
poisonous,knobbed,smooth,brown,no,foul,1
poisonous,knobbed,scaly,red,no,foul,2
poisonous,bell,scaly,yellow,no,none,131
poisonous,knobbed,scaly,red,no,foul,2
edible,convex,smooth,brown,bruises,none,1
poisonous,knobbed,smooth,red,no,foul,2
edible,knobbed,fibrous,grey,no,none,7
poisonous,knobbed,smooth,red,no,spicy,2
poisonous,knobbed,smooth,red,no,foul,2
poisonous,knobbed,smooth,brown,no,fishy,1
poisonous,knobbed,scaly,brown,no,fishy,1
edible,convex,fibrous,grey,no,none,58
edible,bell,smooth,white,no,none,48
poisonous,knobbed,scaly,red,no,spicy,1
edible,bell,smooth,brown,no,none,119
poisonous,knobbed,scaly,red,no,fishy,2
poisonous,knobbed,smooth,red,no,fishy,1
edible,bell,smooth,grey,no,none,6
poisonous,knobbed,smooth,red,no,fishy,2
edible,bell,smooth,brown,no,none,2
poisonous,flat,smooth,brown,no,fishy,1
poisonous,knobbed,smooth,red,no,fishy,2
poisonous,knobbed,smooth,brown,no,fishy,1
poisonous,knobbed,scaly,brown,no,fishy,1
edible,bell,fibrous,grey,no,none,38
edible,knobbed,smooth,white,no,none,9
poisonous,knobbed,smooth,brown,no,fishy,1
poisonous,flat,scaly,brown,no,foul,1
edible,convex,smooth,white,no,none,6
edible,convex,smooth,brown,no,none,170
poisonous,knobbed,smooth,brown,no,spicy,1
poisonous,knobbed,scaly,brown,no,spicy,1
edible,knobbed,smooth,brown,no,none,1
edible,bell,fibrous,white,no,none,6
edible,convex,smooth,white,no,none,34
poisonous,flat,scaly,red,no,fishy,2
poisonous,knobbed,scaly,red,no,foul,2
poisonous,convex,scaly,red,no,musty,146
edible,flat,smooth,brown,no,none,146
poisonous,knobbed,smooth,brown,no,foul,2
poisonous,convex,smooth,brown,no,spicy,1
poisonous,knobbed,scaly,red,no,spicy,2
edible,bell,smooth,white,no,none,7
edible,bell,smooth,grey,no,none,9
edible,knobbed,fibrous,grey,no,none,33
edible,knobbed,fibrous,grey,no,none,48
edible,convex,fibrous,white,no,none,30
poisonous,knobbed,scaly,red,no,spicy,1
poisonous,flat,scaly,red,no,spicy,2
poisonous,knobbed,scaly,red,no,spicy,2
poisonous,flat,smooth,brown,no,foul,2
edible,bell,smooth,white,no,none,9
edible,knobbed,smooth,white,no,none,8
edible,bell,fibrous,white,no,none,32
edible,flat,smooth,brown,no,none,185
poisonous,knobbed,scaly,red,no,spicy,2
poisonous,knobbed,smooth,brown,no,foul,2
poisonous,knobbed,smooth,brown,no,fishy,1
poisonous,flat,scaly,brown,no,fishy,2
poisonous,convex,smooth,red,no,foul,1
edible,flat,smooth,brown,no,none,1
edible,knobbed,fibrous,white,no,none,7
poisonous,knobbed,smooth,brown,no,fishy,2
poisonous,convex,smooth,brown,no,fishy,2
edible,bell,fibrous,grey,no,none,7
poisonous,knobbed,scaly,brown,no,spicy,2
edible,bell,smooth,brown,no,none,127
edible,flat,smooth,brown,no,none,1
poisonous,knobbed,scaly,red,no,spicy,1
poisonous,knobbed,smooth,red,no,spicy,1
poisonous,knobbed,scaly,brown,no,spicy,2
poisonous,knobbed,scaly,red,no,spicy,2
poisonous,knobbed,scaly,brown,no,foul,2
edible,convex,smooth,grey,no,none,9
poisonous,knobbed,scaly,brown,no,foul,1
edible,flat,scaly,cinnamon,bruises,none,2
edible,bell,smooth,brown,no,none,2
poisonous,knobbed,smooth,red,no,fishy,1
poisonous,knobbed,smooth,brown,no,foul,2
poisonous,knobbed,scaly,brown,no,foul,2
edible,bell,fibrous,grey,no,none,6
poisonous,knobbed,scaly,brown,no,spicy,1
edible,bell,fibrous,white,no,none,9
poisonous,knobbed,smooth,red,no,foul,1
edible,convex,smooth,white,no,none,8
poisonous,knobbed,scaly,red,no,foul,1
poisonous,knobbed,scaly,red,no,spicy,1
edible,convex,smooth,white,no,none,44
poisonous,knobbed,scaly,red,no,foul,2
poisonous,knobbed,scaly,brown,no,spicy,2
edible,knobbed,smooth,brown,no,none,2
edible,knobbed,smooth,brown,no,none,1
poisonous,knobbed,smooth,red,no,fishy,1
poisonous,knobbed,smooth,red,no,spicy,2
edible,knobbed,smooth,brown,no,none,109
poisonous,knobbed,smooth,brown,no,fishy,2
poisonous,knobbed,smooth,red,no,foul,2
poisonous,knobbed,scaly,red,no,spicy,2
poisonous,knobbed,scaly,red,no,foul,2
poisonous,knobbed,scaly,red,no,foul,2
edible,knobbed,fibrous,white,no,none,43
edible,bell,smooth,brown,no,none,1
poisonous,knobbed,smooth,red,no,spicy,1
edible,flat,smooth,brown,no,none,1
edible,flat,scaly,brown,no,none,1
poisonous,knobbed,scaly,red,no,fishy,2
edible,flat,smooth,grey,bruises,none,1
edible,convex,smooth,pink,bruises,none,2
poisonous,conical,scaly,yellow,no,none,187
poisonous,knobbed,smooth,red,no,foul,2
poisonous,knobbed,scaly,red,no,foul,2
poisonous,knobbed,scaly,red,no,musty,177
edible,bell,smooth,brown,no,none,1
poisonous,knobbed,smooth,brown,no,spicy,2
edible,convex,smooth,white,no,none,8
poisonous,convex,smooth,red,no,foul,1
